names,references,prices,descriptions,disponibilities,Système d'exploitation,Processeur,Réf processeur,Mémoire,Disque Dur,Carte Graphique,Réf Carte graphique,Taille Ecran,Type Ecran,Ecran Tactile,Lecteurs/Graveurs,Réseau,Caméra,Garantie,Taux de Rafraîchissement
PC PORTABLE LENOVO V15 G2 IJL,82QY00PEFE-W11P,"779,000","Écran 15.6"" Full HD (1920 x 1080 px), antireflet - Processeur Intel Celeron N4500, (jusqu’à 2.8 GHz, 4 Mo de mémoire cache) - Mémoire 8 Go DDR4 - Disque SSD M.2 NVMe 256 Go - Carte graphique Intel UHD Graphics intégrée - 2x Haut-parleurs stéréo 1.5 W Dolby Audio - Caméra HD 720p avec obturateur de confidentialité - Wi-Fi 5 - Bluetooth 5.1 - 1x USB 2.0 - 1x USB 3.2 - 1x USB-C 3.2 - 1x HDMI 1.4b - 1x prise combinée casque/microphone (3.5 mm) - 1x Ethernet (RJ-45) - Windows 11 Pro - Couleur Gris arctique - Garantie 1 an",En stock,,Intel Celeron,,8 Go,256 Go SSD,Graphique Intégrée,,"14"" - 15.6""",Full HD,Non,,,,1 An,
PC PORTABLE LENOVO V15 G2 IJL,82QY00PEFE-16-SAC,"785,000","Écran 15.6"" Full HD (1920 x 1080 px), antireflet - Processeur Intel Celeron N4500, (jusqu’à 2.8 GHz, 4 Mo de mémoire cache) - Mémoire 16 Go DDR4 - Disque SSD M.2 NVMe 256 Go - Carte graphique Intel UHD Graphics intégrée - 2x Haut-parleurs stéréo 1.5 W Dolby Audio - Caméra HD 720p avec obturateur de confidentialité - Wi-Fi 5 - Bluetooth 5.1 - 1x USB 2.0 - 1x USB 3.2 - 1x USB-C 3.2 - 1x HDMI 1.4b - 1x prise combinée casque/microphone (3.5 mm) - 1x Ethernet (RJ-45) - FreeDOS - Couleur Gris arctique - Garantie 1 an Avec Sacoche Offerte",En stock,,Intel Celeron,,16 Go,256 Go SSD,Graphique Intégrée,,"14"" - 15.6""",Full HD,Non,,,,1 An,
PC PORTABLE LENOVO V15 G4 AMN,82YU0044FE-W11P,"785,000","Écran 15,6"" FHD (1 920 x 1 080 px) - Processeur AMD Athlon Silver 7120U , up to 3.5 Ghz, 3 Mo de cache - Mémoire 8 Go LPDDR5-4800 MHz - Disque SSD 256 Go M.2 PCIe 4.0 NVMe - Carte Graphique AMD Radeon 610M - 2x Haut-parleurs 1.5W - Caméra HD 720p avec obturateur de confidentialité - Wi-Fi  - Bluetooth 5.1 - 2x USB 3.2 - 1x USB-C 3.2 - 1x HDMI 1.4b - 1x Ethernet (RJ-45) - 1x Jack (3.5 mm) - Couleur Noir - WINDOWS 11 PRO - Garantie 1 an",En stock,,AMD Dual Core,,8 Go,256 Go SSD,AMD Radeon,,"14"" - 15.6""",Full HD,Non,,"WiFi, Ethernet, Bluetooth",Webcam Avec Micro,1 An,
PC PORTABLE HP 15-FD0028NK,886L3EA-8-SAC,"939,000","Écran Full HD 15.6"" (1920 x 1080 px ), antireflet - Processeur Intel Celeron N100, up to 3.4 GHz, 6 Mo de mémoire Cache - Mémoire 8 Go - Disque SSD 256 Go SSD M.2, PCIe NVMe - Carte Graphique Intel UHD Graphics - Wi-Fi 6 - Bluetooth 5.3 - Caméra HD 720p - Doubles haut-parleurs - Clavier avec pavé numérique - 1x USB-C - 2x USB Type A - HDMI 1.4b - 1x Prise Jack - Couleur Gold - Windows 11 - Garantie 1 an Avec SACOCHE Offerte",En stock,,Intel Celeron,,8 Go,256 Go SSD,Graphique Intégrée,,"14"" - 15.6""",Full HD,Non,,,,1 An,
PC PORTABLE HP 15-FD0298NK,A30XQEA-16-W11P,"799,000","Écran 15.6"" HD (1366 x 768), antireflet - Processeur Intel Celeron N100, (jusqu'à 3.4 GHz, 6 Mo de mémoire cache) - Mémoire 16 Go DDR4 - Disque SSD M.2 NVMe 256 Go - Carte graphique Intel UHD intégrée - Wi-Fi 6 - Bluetooth 5.3 - Caméra HP True Vision HD 720p - Doubles haut-parleurs - 1x USB Type-C - 2x USB Type-A - 1x HDMI 1.4b - 1x combinée casque/microphone - Windows 11 Pro - Couleur Noir - Garantie 1 an",En stock,,Intel Celeron,,16 Go,256 Go SSD,Graphique Intégrée,,"14"" - 15.6""",HD,Non,,,,1 An,
PC PORTABLE ASUS VIVOBOOK 15 X515KA,X515KA-EJ008-16-W11P,"845,000","Écran 15.6"" Full HD (1920 x 1080), rétroéclairage LED - Taux de rafraîchissement: 60 Hz - Processeur Intel Celeron N4500, (jusqu’à 2.8 GHz, 4 Mo de mémoire cache) - Mémoire 16 Go DDR4 - Disque SSD M.2 NVMe 256 Go - Carte graphique Intel UHD Graphics - Caméra HD 720p - Haut-parleur/Microphone intégrés - Wi-Fi 5 - Bluetooth 5.1 - 1x USB 3.2 - 1x USB-C 3.2 - 2x USB 2.0 - 1x HDMI 1.4 - 1x Prise audio combo 3.5 mm - Windows 11 Pro - Couleur Argent transparent - Garantie 1 an",En stock,,Intel Celeron,,16 Go,256 Go SSD,Graphique Intégrée,,"14"" - 15.6""",Full HD,,,WiFi - Bluetooth,Webcam Avec Micro,1 An,
PC PORTABLE LENOVO IDEAPAD 1 15AMN7,82VG00Q6FG-2Y,"809,000","Écran 15.6"" HD (1366 x 768 px), antireflet - Processeur AMD Athlon Silver 7120U, (jusqu’à 3.5 GHz, 3 Mo de mémoire cache) - Mémoire 8 Go LPDDR5 - Disque SSD M.2 NVMe 512 Go - Carte graphique AMD Radeon 610M Graphics intégrée - Lecteur de carte SD - 2x Haut-parleurs stéréo 1.5 W Dolby Audio - Caméra HD 720p avec obturateur de confidentialité - Wi-Fi 6 - Bluetooth 5.2 - 1x USB 2.0 - 1x USB 3.2 - 1x USB-C 3.2 - 1x HDMI 1.4b - 1x prise combinée casque/microphone (3.5 mm) - FreeDOS - Couleur Gris nuage - Garantie 2 ans Avec Sacoche Lenovo Offerte",En stock,,AMD Athlon Silver,,8 Go,512 Go SSD,AMD Radeon,,"14"" - 15.6""",HD,Non,,,,2 Ans,
PC PORTABLE LENOVO IDEAPAD 1 15AMN7,82VG00Q2FG-2Y-W11P,"825,000","Écran 15.6"" HD (1366x768), antireflet - Processeur AMD Athlon Silver 7120U, (jusqu'à 3.5 GHz, 3 Mo de mémoire cache) - Mémoire 8 Go LPDDR5 - Disque SSD M.2 NVMe 256 Go - Carte graphique intégrée AMD Radeon 610M - Lecteur de carte SD - 2x Haut-parleurs stéréo 1.5W, Dolby Audio - Caméra HD 720p avec obturateur de confidentialité - Wi-Fi 6 - Bluetooth 5.2 - 1x USB 2.0 - 1x USB 3.2 - 1x USB-C 3.2 - 1x HDMI 1.4b - 1x prise combinée casque/microphone (3.5 mm) - Windows 11 Pro - Couleur Gris nuage - Garantie 2 ans Avec Sacoche Lenovo Offerte",En stock,,AMD Athlon Silver,,8 Go,256 Go SSD,AMD Radeon,,"14"" - 15.6""",HD,Non,,,,2 Ans,
PC PORTABLE LENOVO IDEAPAD 1 15IGL7,82V700EFFG-2Y-16,"829,000","Écran 15.6"" HD (1366 x 768), Antireflet - Processeur Intel Celeron N4020, (jusqu'à 2.80 GHz, 4 Mo de mémoire cache) - Mémoire 16 Go DDR4 - Disque SSD M.2 256 Go NVMe - Carte graphique Intel UHD 600 intégrée - Lecteur de carte SD - 2x Haut-parleurs stéréo 1.5 W - Caméra HD 720p - Wi-Fi 6 - Bluetooth 5.1 - 1x HDMI 1.4b - 1x prise combo casque/microphone (3.5 mm) - 1x USB 2.0 - 1x USB 3.2 - 1x USB-C 3.2 - Couleur Gris Nuage - Windows 11 - Garantie 2 ans 

+ Sacoche Lenovo T210 Offerte",En stock,,Intel Celeron,,16 Go,256 Go SSD,Graphique Intégrée,,"14"" - 15.6""",HD,Non,,WiFi - Bluetooth,Webcam Avec Micro,2 Ans,
PC PORTABLE LENOVO V15 G2 IJL,82QY00PEFE-16-W11P,"835,000","Écran 15.6"" Full HD (1920 x 1080 px), antireflet - Processeur Intel Celeron N4500, (jusqu’à 2.8 GHz, 4 Mo de mémoire cache) - Mémoire 16 Go DDR4 - Disque SSD M.2 NVMe 256 Go - Carte graphique Intel UHD Graphics intégrée - 2x Haut-parleurs stéréo 1.5 W Dolby Audio - Caméra HD 720p avec obturateur de confidentialité - Wi-Fi 5 - Bluetooth 5.1 - 1x USB 2.0 - 1x USB 3.2 - 1x USB-C 3.2 - 1x HDMI 1.4b - 1x prise combinée casque/microphone (3.5 mm) - 1x Ethernet (RJ-45) - Windows 11 Pro - Couleur Gris arctique - Garantie 1 an",En stock,,Intel Celeron,,16 Go,256 Go SSD,Graphique Intégrée,,"14"" - 15.6""",Full HD,Non,,,,1 An,
PC PORTABLE HP 15-FD0028NK,886L3EA-16-SAC,"979,000","Écran Full HD 15.6"" (1920 x 1080 px ), antireflet - Processeur Intel Celeron N100, up to 3.4 GHz, 6 Mo de mémoire Cache - Mémoire 16 Go - Disque SSD 256 Go SSD M.2, PCIe NVMe - Carte Graphique Intel UHD Graphics - Wi-Fi 6 - Bluetooth 5.3 - Caméra HD 720p - Doubles haut-parleurs - Clavier avec pavé numérique - 1x USB-C - 2x USB Type A - HDMI 1.4b - 1x Prise Jack - Couleur Gold - Windows 11 - Garantie 1 an Avec SACOCHE Offerte",En stock,,Intel Celeron,,16 Go,256 Go SSD,Graphique Intégrée,,"14"" - 15.6""",Full HD,Non,,,,1 An,
PC PORTABLE HP 15-FD0297NK,AB1T8EA-32,"859,000","Écran 15.6"" HD (1366 x 768), antireflet - Processeur Intel Celeron N100 , (jusqu'à 3.4 GHz, 6 Mo de mémoire cache) - Mémoire 32 Go DDR4 - Disque SSD M.2 NVMe 256 Go - Carte graphique Intel UHD Graohics Intégrée - Wi-Fi 6 - Bluetooth 5.3 - Caméra HP True Vision HD 720p - Doubles haut-parleurs - 1x USB Type-C - 2x USB Type-A - 1x HDMI 1.4b - 1x combinée casque/microphone - FreeDOS - Couleur Noir - Garantie 1 an",En stock,,Intel Celeron,,32 Go,256 Go SSD,Graphique Intégrée,,"14"" - 15.6""",HD,Non,,,,1 An,
PC PORTABLE LENOVO IDEAPAD 1 15AMN7,82VG00Q6FG-2Y-W11P,"869,000","Écran 15.6"" HD (1366 x 768 px), antireflet - Processeur AMD Athlon Silver 7120U, (jusqu’à 3.5 GHz, 3 Mo de mémoire cache) - Mémoire 8 Go LPDDR5 - Disque SSD M.2 NVMe 512 Go - Carte graphique AMD Radeon 610M Graphics intégrée - Lecteur de carte SD - 2x Haut-parleurs stéréo 1.5 W Dolby Audio - Caméra HD 720p avec obturateur de confidentialité - Wi-Fi 6 - Bluetooth 5.2 - 1x USB 2.0 - 1x USB 3.2 - 1x USB-C 3.2 - 1x HDMI 1.4b - 1x prise combinée casque/microphone (3.5 mm) - Windows 11 Pro - Couleur Gris nuage - Garantie 2 ans Avec Sacoche Lenovo Offerte",En stock,,AMD Athlon Silver,,8 Go,512 Go SSD,AMD Radeon,,"14"" - 15.6""",HD,Non,,,,2 Ans,
PC PORTABLE LENOVO LENOVO V15 G2 IJL,82QY00PEFE-32,"919,000","Écran 15.6"" Full HD (1920 x 1080 px), antireflet - Processeur Intel Celeron N4500, (jusqu’à 2.8 GHz, 4 Mo de mémoire cache) - Mémoire 32 Go DDR4 - Disque SSD M.2 NVMe 256 Go - Carte graphique Intel UHD Graphics intégrée - 2x Haut-parleurs stéréo 1.5 W Dolby Audio - Caméra HD 720p avec obturateur de confidentialité - Wi-Fi 5 - Bluetooth 5.1 - 1x USB 2.0 - 1x USB 3.2 - 1x USB-C 3.2 - 1x HDMI 1.4b - 1x prise combinée casque/microphone (3.5 mm) - 1x Ethernet (RJ-45) - FreeDOS - Couleur Gris arctique - Garantie 1 an",En stock,,Intel Celeron,,32 Go,256 Go SSD,Graphique Intégrée,,"14"" - 15.6""",Full HD,Non,,,,1 An,
PC PORTABLE DELL VOSTRO 3520,3520I3V-UBU-12,1,"Écran 15.6"" Full HD, 120 Hz - Processeur Intel Core i3-1215U, 12e génération, (jusqu'à 4.4 GHz, 10 Mo de mémoire Cache) - Mémoire 12 Go DDR4 - Disque SSD M.2 NVMe 256 Go - Carte Graphique Intel UHD Graphics - Caméra HD 720p - WiFi - Bluetooth - USB 3.2 - 1x prise casque - 1x HDMI 1.4 - 1x RJ-45 - Lecteur de carte SD - FreeDos - Couleur Noir - Garantie 1 an",En stock,,Intel Core I3,,12 Go,256 Go SSD,Graphique Intégrée,,"14"" - 15.6""",Full HD,Non,,,,1 An,
PC PORTABLE LENOVO V15 G2 IJL,82QY00PEFE-32-SAC,"929,000","Écran 15.6"" Full HD (1920 x 1080 px), antireflet - Processeur Intel Celeron N4500, (jusqu’à 2.8 GHz, 4 Mo de mémoire cache) - Mémoire 32 Go DDR4 - Disque SSD M.2 NVMe 256 Go - Carte graphique Intel UHD Graphics intégrée - 2x Haut-parleurs stéréo 1.5 W Dolby Audio - Caméra HD 720p avec obturateur de confidentialité - Wi-Fi 5 - Bluetooth 5.1 - 1x USB 2.0 - 1x USB 3.2 - 1x USB-C 3.2 - 1x HDMI 1.4b - 1x prise combinée casque/microphone (3.5 mm) - 1x Ethernet (RJ-45) - FreeDOS - Couleur Gris arctique - Garantie 1 an Avec Sacoche Offerte",En stock,,Intel Celeron,,32 Go,256 Go SSD,Graphique Intégrée,,"14"" - 15.6""",Full HD,Non,,,,1 An,
PC PORTABLE LENOVO IDEAPAD 1 15AMN7,82VG00Q5FG-2Y,"929,000","Écran 15.6"" HD (1366 x 768), antireflet - Processeur AMD Ryzen 3 7320U, (jusqu’à 4.1 GHz, 6 Mo de mémoire cache) - Mémoire 8 Go LPDDR5 - Disque SSD M.2 NVMe 512 Go - Carte graphique AMD Radeon 610M intégrée - Lecteur de carte SD - 2x Haut-parleurs stéréo 1.5 W, Dolby Audio - Caméra HD 720p avec obturateur de confidentialité - Wi-Fi 6 - Bluetooth 5.2 - 1x USB 2.0 - 1x USB 3.2 - 1x USB-C 3.2 - 1x HDMI 1.4b - 1x prise combinée casque/microphone (3.5 mm) - FreeDOS - Couleur Gris nuage - Garantie 2 ans Avec Sacoche Lenovo Offerte",En stock,,AMD Ryzen 3,,8 Go,512 Go SSD,AMD Radeon,,"14"" - 15.6""",HD,Non,,,,2 Ans,
PC PORTABLE ASUS CHROMEBOOK 14 CX1400CNA,90NX03K2-M01090,"939,000","Écran 14"" HD (1366 x 768 px) anti-reflets, Rétroéclairage LED - Processeur Intel Celeron N3350, jusqu'à 2.4 GHz, 2 Mo de mémoire cache - Mémoire 8 Go LPDDR4 - Disque 32 Go eMMC - Carte graphique Intel UHD Graphics - 2x USB 3.2 - 2x USB-C 3.2 - 1 x combo audio jack de 3.5 mm - Lecteur de cartes Micro SD - Caméra 720p HD - Wi-Fi 6 - Bluetooth 5.2 - Système d'exploitation: Chrome - Couleur Silver - Garantie 1 an",Sur commande,,Intel Celeron,,8 Go,,Graphique Intégrée,,"14""",,,,,,1 An,
PC PORTABLE LENOVO V15 G2 IJL,82QY00PEFE-32-W11P,"979,000","Écran 15.6"" Full HD (1920 x 1080 px), antireflet - Processeur Intel Celeron N4500, (jusqu’à 2.8 GHz, 4 Mo de mémoire cache) - Mémoire 32 Go DDR4 - Disque SSD M.2 NVMe 256 Go - Carte graphique Intel UHD Graphics intégrée - 2x Haut-parleurs stéréo 1.5 W Dolby Audio - Caméra HD 720p avec obturateur de confidentialité - Wi-Fi 5 - Bluetooth 5.1 - 1x USB 2.0 - 1x USB 3.2 - 1x USB-C 3.2 - 1x HDMI 1.4b - 1x prise combinée casque/microphone (3.5 mm) - 1x Ethernet (RJ-45) - Windows 11 Pro - Couleur Gris arctique - Garantie 1 an",En stock,,Intel Celeron,,32 Go,256 Go SSD,Graphique Intégrée,,"14"" - 15.6""",Full HD,Non,,,,1 An,
PC PORTABLE DELL VOSTRO 3520,V3520I3-UBU,1,"Écran 15.6"" Full HD - Processeur Intel Core i3-1215U, 12e génération, (jusqu'à 4.4 GHz, 10 Mo de mémoire Cache) - Mémoire 8 Go DDR4 - Disque SSD M.2 NVMe 512 Go - Carte Graphique Intel UHD Graphics - Caméra HD 720p - WiFi - Bluetooth - USB 3.2 - 1x prise casque - 1x HDMI 1.4 - 1x RJ-45 - FreeDos - Couleur Noir - Garantie 1 an",En stock,,Intel Core I3,,8 Go,512 Go SSD,Graphique Intégrée,,"14"" - 15.6""",Full HD,Non,,,,1 An,
PC PORTABLE LENOVO IDEAPAD 1 15AMN7,82VG00Q5FG-2Y-W11P,"989,000","Écran 15.6"" HD (1366 x 768), antireflet - Processeur AMD Ryzen 3 7320U, (jusqu’à 4.1 GHz, 6 Mo de mémoire cache) - Mémoire 8 Go LPDDR5 - Disque SSD M.2 NVMe 512 Go - Carte graphique AMD Radeon 610M intégrée - Lecteur de carte SD - 2x Haut-parleurs stéréo 1.5 W, Dolby Audio - Caméra HD 720p avec obturateur de confidentialité - Wi-Fi 6 - Bluetooth 5.2 - 1x USB 2.0 - 1x USB 3.2 - 1x USB-C 3.2 - 1x HDMI 1.4b - 1x prise combinée casque/microphone (3.5 mm) - Windows 11 Pro - Couleur Gris nuage - Garantie 2 ans Avec Sacoche Lenovo Offerte",En stock,,AMD Ryzen 3,,8 Go,512 Go SSD,AMD Radeon,,"14"" - 15.6""",HD,Non,,,,2 Ans,
PC PORTABLE DELL VOSTRO 3520,V3520I3-UBUSAC,"989,000","Écran 15.6"" Full HD - Processeur Intel Core i3-1215U, 12e génération, (jusqu'à 4.4 GHz, 10 Mo de mémoire Cache) - Mémoire 8 Go DDR4 - Disque SSD M.2 NVMe 512 Go - Carte Graphique Intel UHD Graphics - Caméra HD 720p - WiFi - Bluetooth - USB 3.2 - 1x prise casque - 1x HDMI 1.4 - 1x RJ-45 - FreeDos - Couleur Noir - Garantie 1 an Avec SACOCHE Offert",En stock,,Intel Core I3,,8 Go,512 Go SSD,Graphique Intégrée,,"14"" - 15.6""",Full HD,Non,,,,1 An,
PC PORTABLE DELL VOSTRO 3530,V3530I3,"999,000","Écran 15,6"" FHD, 120Hz - Processeur Processeur Intel Core i3-1305U, 13e génération, up to 4.5 GHz, 10 Mo de mémoire Cache - Mémoire 8 Go - Disque SSD 256 Go M.2, PCIe NVMe - Carte Graphique Intel UHD graphics - Webcam - WiFi - Bluetooth - USB 3.2 Type-A - USB 3.2 Type-C - 1 Prise casque - 1x HDMI 1.4 - 1x RJ-45 - Lecteur de carte SD - Windows 11 - Couleur Noir - Garantie 1 an",En stock,,Intel Core I3,,8 Go,256 Go SSD,Nvidia GeForce,,"14"" - 15.6""",Full HD,Non,,,,1 An,
PC PORTABLE DELL VOSTRO 3520,V3520I3-UBU-12,1,"Écran 15.6"" Full HD - Processeur Intel Core i3-1215U, 12e génération, (jusqu'à 4.4 GHz, 10 Mo de mémoire Cache) - Mémoire 12 Go DDR4 - Disque SSD M.2 NVMe 512 Go - Carte Graphique Intel UHD Graphics - Caméra HD 720p - WiFi - Bluetooth - USB 3.2 - 1x prise casque - 1x HDMI 1.4 - 1x RJ-45 - FreeDos - Couleur Noir - Garantie 1 an",En stock,,Intel Core I3,,12 Go,512 Go SSD,Graphique Intégrée,,"14"" - 15.6""",Full HD,Non,,,,1 An,
PC PORTABLE DELL VOSTRO 3530,V3530I3-12,1," Écran 15,6"" FHD, 120Hz - Processeur Processeur Intel Core i3-1305U, 13e génération, up to 4.5 GHz, 10 Mo de mémoire Cache - Mémoire 12 Go - Disque SSD 256 Go M.2, PCIe NVMe - Carte Graphique Intel UHD graphics - Webcam - WiFi - Bluetooth - USB 3.2 Type-A - USB 3.2 Type-C - 1 Prise casque - 1x HDMI 1.4 - 1x RJ-45 - Lecteur de carte SD - Windows 11 - Couleur Noir - Garantie 1 an",En stock,,Intel Core I3,,12 Go,256 Go SSD,Nvidia GeForce,,"14"" - 15.6""",Full HD,Non,,,,1 An,
PC PORTABLE HP 15-FD0030NK,886L5EA-32,1,"Écran Full HD 15.6"" (1920 x 1080 px ) antireflet - Processeur Intel Celeron N100, up to 3.4 GHz, 6 Mo de mémoire Cache - Mémoire 32 Go - Disque SSD 256 Go SSD M.2, PCIe NVMe - Carte Graphique Intel UHD Graphics - Wi-Fi 6 - Bluetooth 5.3 - Caméra HP True Vision HD 720p - Doubles haut-parleurs - Clavier avec pavé numérique - 1x USB-C - 2x USB Type A - HDMI 1.4b - 1x Prise Jack - Couleur Gris ardoise - Windows 11 - Garantie 1 an",En stock,,Intel Celeron,,32 Go,256 Go SSD,Graphique Intégrée,,"14"" - 15.6""",Full HD,Non,,,,1 An,
PC PORTABLE ASUS VIVOBOOK 15 X1504,X1504VA-NJ519W,1,"Ecran 15.6"" LED Full HD - Processeur Intel Core i3-1315U Up to 4.5 GHz, 10 Mo de mémoire cache - Mémoire 4 Go - Disque 256 Go SSD - Carte graphique Intel UHD graphics - WiFi - Bluetooth - HDMI - USB 3.2 Type C - USB 3.2 Type-A - Jack 3,5mm - Webcam - Couleur Silver - Windows 11 - Garantie 1 an",En stock,,Intel Core I3,,4 Go,256 Go SSD,Graphique Intégrée,,"14"" - 15.6""",Full HD,Non,,,,1 An,
PC PORTABLE ASUS VIVOBOOK 15 X1504,X1504VA-NJ520W,1,"Ecran 15.6"" LED Full HD - Processeur Intel Core i3-1315U Up to 4.5 GHz, 10 Mo de mémoire cache - Mémoire 4 Go - Disque 256 Go SSD - Carte graphique Intel UHD graphics - WiFi - Bluetooth - HDMI - USB 3.2 Type C - USB 3.2 Type-A - Jack 3,5mm - Webcam - Couleur Silver - Windows 11 - Garantie 1 an",En stock,,Intel Core I3,,4 Go,256 Go SSD,Graphique Intégrée,,"14"" - 15.6""",Full HD,Non,,,,1 An,
PC PORTABLE DELL VOSTRO 3520,V3520I3-UBU-16,1,"Écran 15.6"" Full HD - Processeur Intel Core i3-1215U, 12e génération, (jusqu'à 4.4 GHz, 10 Mo de mémoire Cache) - Mémoire 16 Go DDR4 - Disque SSD M.2 NVMe 512 Go - Carte Graphique Intel UHD Graphics - Caméra HD 720p - WiFi - Bluetooth - USB 3.2 - 1x prise casque - 1x HDMI 1.4 - 1x RJ-45 - FreeDos - Couleur Noir - Garantie 1 an",En stock,,Intel Core I3,,16 Go,512 Go SSD,Graphique Intégrée,,"14"" - 15.6""",Full HD,Non,,,,1 An,
PC PORTABLE ASUS VIVOBOOK 15 X1504,X1504VA-NJ519W-SAC,1,"Ecran 15.6"" LED Full HD - Processeur Intel Core i3-1315U Up to 4.5 GHz, 10 Mo de mémoire cache - Mémoire 4 Go - Disque 256 Go SSD - Carte graphique Intel UHD graphics - WiFi - Bluetooth - HDMI - USB 3.2 Type C - USB 3.2 Type-A - Jack 3,5mm - Webcam - Couleur Silver - Windows 11 - Avec SACOCHE Offerte - Garantie 1 an",En stock,,Intel Core I3,,4 Go,256 Go SSD,Graphique Intégrée,,"14"" - 15.6""",Full HD,Non,,,,1 An,
PC PORTABLE ASUS VIVOBOOK 15 X1504,X1504VA-NJ520W-SAC,1,"Ecran 15.6"" LED Full HD - Processeur Intel Core i3-1315U Up to 4.5 GHz, 10 Mo de mémoire cache - Mémoire 4 Go - Disque 256 Go SSD - Carte graphique Intel UHD graphics - WiFi - Bluetooth - HDMI - USB 3.2 Type C - USB 3.2 Type-A - Jack 3,5mm - Webcam - Couleur Silver - Windows 11 - Avec SACOCHE Offert - Garantie 1 an",En stock,,Intel Core I3,,4 Go,256 Go SSD,Graphique Intégrée,,"14"" - 15.6""",Full HD,Non,,,,1 An,
PC PORTABLE DELL VOSTRO 3520,V3520I3-UBUW11P,1,"Écran 15.6"" Full HD - Processeur Intel Core i3-1215U, 12e génération, (jusqu'à 4.4 GHz, 10 Mo de mémoire Cache) - Mémoire 8 Go DDR4 - Disque SSD M.2 NVMe 512 Go - Carte Graphique Intel UHD Graphics - Caméra HD 720p - WiFi - Bluetooth - USB 3.2 - 1x prise casque - 1x HDMI 1.4 - 1x RJ-45 - FreeDos - Couleur Noir - Windows 11 pro - Garantie 1 an",En stock,,Intel Core I3,,8 Go,512 Go SSD,Graphique Intégrée,,"14"" - 15.6""",Full HD,Non,,,,1 An,
PC PORTABLE HP 15-FD0053NK,A2AP0EA,1,"Écran Full HD 15.6"" (1920 x 1080), antireflet - Processeur Intel Core i3-N305, (jusqu’à 3.8 GHz, 6 Mo de mémoire cache) - Mémoire 8 Go DDR4 - Disque SSD NVMe M.2 512 Go - Carte graphique Intel UHD Intégré - Wi-Fi 6 - Bluetooth 5.3 - Clavier complet gris clair avec pavé numérique - Caméra HP True Vision HD 720p - Doubles haut-parleurs - 1x USB-C - 2x USB-A - 1x HDMI 1.4b - 1x prise combinée casque/microphone - FreeDOS - Couleur Silver - Garantie 1 an",En stock,,Intel Core I3,,8 Go,512 Go SSD,Graphique Intégrée,,"14"" - 15.6""",Full HD,Non,,,,1 An,
PC PORTABLE DELL VOSTRO 3520,V3520I3-UBU-16SAC,1,"Écran 15.6"" Full HD - Processeur Intel Core i3-1215U, 12e génération, (jusqu'à 4.4 GHz, 10 Mo de mémoire Cache) - Mémoire 16 Go DDR4 - Disque SSD M.2 NVMe 512 Go - Carte Graphique Intel UHD Graphics - Caméra HD 720p - WiFi - Bluetooth - USB 3.2 - 1x prise casque - 1x HDMI 1.4 - 1x RJ-45 - FreeDos - Couleur Noir - Garantie 1 an Avec SACOCHE Offert",En stock,,Intel Core I3,,16 Go,512 Go SSD,Graphique Intégrée,,"14"" - 15.6""",Full HD,Non,,,,1 An,
PC PORTABLE HP 15-FD0052NK,A2MM1EA,1,"Écran 15.6"" Full HD (1920 x 1080), antireflet - Processeur Intel Core i3-N305, (jusqu'à 3.8 GHz, 6 Mo de mémoire cache) - Mémoire 8 Go DDR4 - Disque SSD M.2 NVMe 512 Go - Carte graphique Intel UHD Graohics Intégrée - Wi-Fi 6 - Bluetooth 5.3 - Caméra HP True Vision HD 720p - Doubles haut-parleurs - 1x USB Type-C - 2x USB Type-A - 1x HDMI 1.4b - 1x combinée casque/microphone - FreeDOS - Couleur Bleu - Garantie 1 an",En stock,,Intel Core I3,,8 Go,512 Go SSD,Graphique Intégrée,,"14"" - 15.6""",Full HD,Non,,,,1 An,
PC PORTABLE HP 15-FD0051NK,A2AN9EA,1,"Écran Full HD 15.6"" (1920 x 1080), antireflet - Processeur Intel Core i3-N305, (jusqu’à 3.8 GHz, 6 Mo de mémoire cache) - Mémoire 8 Go DDR4 - Disque SSD NVMe M.2 512 Go - Carte graphique Intel UHD Intégré - Wi-Fi 6 - Bluetooth 5.3 - Clavier complet gris clair avec pavé numérique - Caméra HP True Vision HD 720p - Doubles haut-parleurs - 1x USB-C - 2x USB-A - 1x HDMI 1.4b - 1x prise combinée casque/microphone - FreeDOS - Couleur Gold - Garantie 1 an",En stock,,Intel Core I3,,8 Go,512 Go SSD,Graphique Intégrée,,"14"" - 15.6""",Full HD,Non,,,,1 An,
PC PORTABLE ASUS VIVOBOOK 15 X1504,X1504VA-NJ480W,1,"Écran 15.6"" LED Full HD - Processeur Intel Core i3-1315U 13e génération, (Up to 4.5 GHz, 10 Mo de mémoire cache) - Mémoire 8 Go DDR5 - Disque SSD 256 Go - Carte graphique Intel UHD graphics - WiFi - Bluetooth - HDMI - USB 3.2 Type C - USB 3.2 Type-A - Jack 3,5mm - Webcam - Windows 11 - Couleur Bleu - Garantie 1 an",En stock,,Intel Core I3,,8 Go,256 Go SSD,Graphique Intégrée,,"14"" - 15.6""",Full HD,Non,,,,1 An,
